id,parent_court_id,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,notes,jurisdiction_name,jurisdiction_type,jurisdiction_state,parent_court_full_name,parent_court_id,note
ohmunictketteri,ohmunict,,,,,,2023-10-03T01:24:03.307Z,FALSE,FALSE,FALSE,366.996317,"Oh. Muni. Ct., Kettering",Kettering Municipal Court,Kettering Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictlakewoo,ohmunict,,,,,,2023-10-03T01:24:03.313Z,FALSE,FALSE,FALSE,366.996318,"Oh. Muni. Ct., Lakewood",Lakewood Municipal Court,Lakewood Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictlancast,ohmunict,,,,,,2023-10-03T01:24:03.327Z,FALSE,FALSE,FALSE,366.996319,"Oh. Muni. Ct., Lancaster",Lancaster Municipal Court,Lancaster Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictlawrenc,ohmunict,,,,,,2023-10-03T01:24:03.337Z,FALSE,FALSE,FALSE,366.99632,"Oh. Muni. Ct., Lawrence",Lawrence County Municipal Court,Lawrence County Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictlicking,ohmunict,,,,,,2023-10-03T01:24:03.353Z,FALSE,FALSE,FALSE,366.996321,"Oh. Muni. Ct., Licking",Licking County Municipal Court,Licking County Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictlima,ohmunict,,,,,,2023-10-03T01:24:03.367Z,FALSE,FALSE,FALSE,366.996322,"Oh. Muni. Ct., Lima",Lima Municipal Court,Lima Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictlorain,ohmunict,,,,,,2023-10-03T01:24:03.378Z,FALSE,FALSE,FALSE,366.996323,"Oh. Muni. Ct., Lorain",Lorain Municipal Court,Lorain Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictlucas,ohmunict,,,,,,2023-10-03T01:24:03.390Z,FALSE,FALSE,FALSE,366.996324,"Oh. Muni. Ct., Lucas",Lucas County Municipal Court,Lucas County Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictmansfie,ohmunict,,,,,,2023-10-03T01:24:03.400Z,FALSE,FALSE,FALSE,366.996325,"Oh. Muni. Ct., Mansfield",Mansfield Municipal Court,Mansfield Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictmarion,ohmunict,,,,,,2023-10-03T01:24:03.413Z,FALSE,FALSE,FALSE,366.996326,"Oh. Muni. Ct., Marion",Marion County Municipal Court,Marion County Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictmarysvi,ohmunict,,,,,,2023-10-03T01:24:03.435Z,FALSE,FALSE,FALSE,366.996327,"Oh. Muni. Ct., Marysville",Marysville Municipal Court,Marysville Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictmassill,ohmunict,,,,,,2023-10-03T01:24:03.455Z,FALSE,FALSE,FALSE,366.996328,"Oh. Muni. Ct., Massillon",Massillon Municipal Court,Massillon Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictmaumee,ohmunict,,,,,,2023-10-03T01:24:03.471Z,FALSE,FALSE,FALSE,366.996329,"Oh. Muni. Ct., Maumee",Maumee Municipal Court,Maumee Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictmedina,ohmunict,,,,,,2023-10-03T01:24:03.479Z,FALSE,FALSE,FALSE,366.99633,"Oh. Muni. Ct., Medina",Medina Municipal Court,Medina Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictmiamisb,ohmunict,,,,,,2023-10-03T01:24:03.486Z,FALSE,FALSE,FALSE,366.996331,"Oh. Muni. Ct., Miamisburg",Miamisburg Municipal Court,Miamisburg Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictmiddlet,ohmunict,,,,,,2023-10-03T01:24:03.503Z,FALSE,FALSE,FALSE,366.996332,"Oh. Muni. Ct., Middletown",Middletown Municipal Court,Middletown Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictmorrow,ohmunict,,,,,,2023-10-03T01:24:03.517Z,FALSE,FALSE,FALSE,366.996333,"Oh. Muni. Ct., Morrow",Morrow County Municipal Court,Morrow County Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictnewphil,ohmunict,,,,,,2023-10-03T01:24:03.535Z,FALSE,FALSE,FALSE,366.996334,"Oh. Muni. Ct., New Philadelphia",New Philadelphia Municipal Court,New Philadelphia Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictnewtonf,ohmunict,,,,,,2023-10-03T01:24:03.551Z,FALSE,FALSE,FALSE,366.996335,"Oh. Muni. Ct., Newton Falls",Newton Falls Municipal Court,Newton Falls Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictoberlin,ohmunict,,,,,,2023-10-03T01:24:03.563Z,FALSE,FALSE,FALSE,366.996336,"Oh. Muni. Ct., Oberlin",Oberlin Municipal Court,Oberlin Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictparma,ohmunict,,,,,,2023-10-03T01:24:03.575Z,FALSE,FALSE,FALSE,366.996337,"Oh. Muni. Ct., Parma",Parma Municipal Court,Parma Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictperrysb,ohmunict,,,,,,2023-10-03T01:24:03.591Z,FALSE,FALSE,FALSE,366.996338,"Oh. Muni. Ct., Perrysburg",Perrysburg Municipal Court,Perrysburg Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictpiqua,ohmunict,,,,,,2023-10-03T01:24:03.607Z,FALSE,FALSE,FALSE,366.996339,"Oh. Muni. Ct., Piqua",Piqua Municipal Court,Piqua Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictportage,ohmunict,,,,,,2023-10-03T01:24:03.623Z,FALSE,FALSE,FALSE,366.99634,"Oh. Muni. Ct., Portage",Portage County Municipal Court,Portage County Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictportcli,ohmunict,,,,,,2023-10-03T01:24:03.639Z,FALSE,FALSE,FALSE,366.996341,"Oh. Muni. Ct., Port Clinton",Port Clinton Municipal Court,Port Clinton Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictportsmo,ohmunict,,,,,,2023-10-03T01:24:03.655Z,FALSE,FALSE,FALSE,366.996342,"Oh. Muni. Ct., Portsmouth",Portsmouth Municipal Court,Portsmouth Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictravenna,ohmunict,,,,,,2023-10-03T01:24:03.671Z,FALSE,FALSE,FALSE,366.996343,"Oh. Muni. Ct., Ravenna",Ravenna Municipal Court,Ravenna Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictrockyri,ohmunict,,,,,,2023-10-03T01:24:03.683Z,FALSE,FALSE,FALSE,366.996344,"Oh. Muni. Ct., Rocky River",Rocky River Municipal Court,Rocky River Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictshakerh,ohmunict,,,,,,2023-10-03T01:24:03.695Z,FALSE,FALSE,FALSE,366.996345,"Oh. Muni. Ct., Shaker Heights",Shaker Heights Municipal Court,Shaker Heights Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictsidney,ohmunict,,,,,,2023-10-03T01:24:03.701Z,FALSE,FALSE,FALSE,366.996346,"Oh. Muni. Ct., Sidney",Sidney Municipal Court,Sidney Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictsoutheu,ohmunict,,,,,,2023-10-03T01:24:03.711Z,FALSE,FALSE,FALSE,366.996347,"Oh. Muni. Ct., South Euclid",South Euclid Municipal Court,South Euclid Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictspringf,ohmunict,,,,,,2023-10-03T01:24:03.726Z,FALSE,FALSE,FALSE,366.996348,"Oh. Muni. Ct., Springfield",Springfield Municipal Court,Springfield Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictstruthe,ohmunict,,,,,,2023-10-03T01:24:03.743Z,FALSE,FALSE,FALSE,366.996349,"Oh. Muni. Ct., Struthers",Struthers Municipal Court,Struthers Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictsummit,ohmunict,,,,,,2023-10-03T01:24:03.753Z,FALSE,FALSE,FALSE,366.99635,"Oh. Muni. Ct., Summit",Summit County Municipal Court,Summit County Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictsylvani,ohmunict,,,,,,2023-10-03T01:24:03.759Z,FALSE,FALSE,FALSE,366.996351,"Oh. Muni. Ct., Sylvania",Sylvania Municipal Court,Sylvania Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunicttiffin,ohmunict,,,,,,2023-10-03T01:24:03.775Z,FALSE,FALSE,FALSE,366.996352,"Oh. Muni. Ct., Tiffin",Tiffin Municipal Court,Tiffin Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunicttoledo,ohmunict,,,,,,2023-10-03T01:24:03.789Z,FALSE,FALSE,FALSE,366.996353,"Oh. Muni. Ct., Toledo",Toledo Municipal Court,Toledo Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunicttrumbul,ohmunict,,,,,,2023-10-03T01:24:03.799Z,FALSE,FALSE,FALSE,366.996354,"Oh. Muni. Ct., Trumbull",Trumbull County Municipal Court,Trumbull County Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictuppersa,ohmunict,,,,,,2023-10-03T01:24:03.815Z,FALSE,FALSE,FALSE,366.996355,"Oh. Muni. Ct., Upper Sandusky",Upper Sandusky Municipal Court,Upper Sandusky Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictvandali,ohmunict,,,,,,2023-10-03T01:24:03.831Z,FALSE,FALSE,FALSE,366.996356,"Oh. Muni. Ct., Vandalia",Municipal Court of Vandalia,Municipal Court of Vandalia,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictvanwert,ohmunict,,,,,,2023-10-03T01:24:03.845Z,FALSE,FALSE,FALSE,366.996357,"Oh. Muni. Ct., Van Wert",Van Wert County Municipal Court,Van Wert County Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictwadswor,ohmunict,,,,,,2023-10-03T01:24:03.856Z,FALSE,FALSE,FALSE,366.996358,"Oh. Muni. Ct., Wadsworth",Wadsworth Municipal Court,Wadsworth Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictwarren,ohmunict,,,,,,2023-10-03T01:24:03.864Z,FALSE,FALSE,FALSE,366.996359,"Oh. Muni. Ct., Warren",Warren County Municipal Court,Warren County Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictwayne,ohmunict,,,,,,2023-10-03T01:24:03.877Z,FALSE,FALSE,FALSE,366.99636,"Oh. Muni. Ct., Wayne",Wayne County Municipal Court,Wayne County Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictwilloug,ohmunict,,,,,,2023-10-03T01:24:03.883Z,FALSE,FALSE,FALSE,366.996361,"Oh. Muni. Ct., Willoughby",Willoughby Municipal Court,Willoughby Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictxenia,ohmunict,,,,,,2023-10-03T01:24:03.892Z,FALSE,FALSE,FALSE,366.996362,"Oh. Muni. Ct., Xenia",Xenia Municipal Court,Xenia Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohmunictzanesvi,ohmunict,,,,,,2023-10-03T01:24:03.907Z,FALSE,FALSE,FALSE,366.996363,"Oh. Muni. Ct., Zanesville",Zanesville Municipal Court,Zanesville Municipal Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobct,,,,,,,2025-04-03T21:20:03.865Z,FALSE,FALSE,FALSE,366.996364,Oh. Prob. Ct.,Ohio Probate Court,Ohio Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctallen,ohprobct,,,,,,2023-10-03T01:24:03.934Z,FALSE,FALSE,FALSE,366.996365,"Oh. Prob. Ct., Allen",Allen County Probate Court,Allen County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctashtabu,ohprobct,,,,,,2023-10-03T01:24:03.940Z,FALSE,FALSE,FALSE,366.996366,"Oh. Prob. Ct., Ashtabula",Ashtabula County Probate Court,Ashtabula County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctauglaiz,ohprobct,,,,,,2023-10-03T01:24:03.946Z,FALSE,FALSE,FALSE,366.996367,"Oh. Prob. Ct., Auglaize",Auglaize County Probate Court,Auglaize County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctbelmont,ohprobct,,,,,,2023-10-03T01:24:03.957Z,FALSE,FALSE,FALSE,366.996368,"Oh. Prob. Ct., Belmont",Belmont County Probate Court,Belmont County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctbutler,ohprobct,,,,,,2023-10-03T01:24:03.979Z,FALSE,FALSE,FALSE,366.996369,"Oh. Prob. Ct., Butler",Butler County Probate Court,Butler County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctchampai,ohprobct,,,,,,2023-10-03T01:24:03.995Z,FALSE,FALSE,FALSE,366.99637,"Oh. Prob. Ct., Champaign",Champaign County Probate Court,Champaign County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctclark,ohprobct,,,,,,2023-10-03T01:24:04.003Z,FALSE,FALSE,FALSE,366.996371,"Oh. Prob. Ct., Clark",Clark County Probate Court,Clark County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctclarke,ohprobct,,,,,,2023-10-03T01:24:04.015Z,FALSE,FALSE,FALSE,366.996372,"Oh. Prob. Ct., Clarke",Clarke County Probate Court,Clarke County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctclermon,ohprobct,,,,,,2023-10-03T01:24:04.028Z,FALSE,FALSE,FALSE,366.996373,"Oh. Prob. Ct., Clermont",Clermont County Probate Court,Clermont County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctclinton,ohprobct,,,,,,2023-10-03T01:24:04.037Z,FALSE,FALSE,FALSE,366.996374,"Oh. Prob. Ct., Clinton",Clinton County Probate Court,Clinton County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctcolumbi,ohprobct,,,,,,2023-10-03T01:24:04.048Z,FALSE,FALSE,FALSE,366.996375,"Oh. Prob. Ct., Columbiana",Columbiana County Probate Court,Columbiana County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctcuyahog,ohprobct,,,,,,2023-10-03T01:24:04.059Z,FALSE,FALSE,FALSE,366.996376,"Oh. Prob. Ct., Cuyahoga",Cuyahoga County Probate Court,Cuyahoga County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctdarke,ohprobct,,,,,,2023-10-03T01:24:04.075Z,FALSE,FALSE,FALSE,366.996377,"Oh. Prob. Ct., Darke",Darke County Probate Court,Darke County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobcterie,ohprobct,,,,,,2023-10-03T01:24:04.091Z,FALSE,FALSE,FALSE,366.996378,"Oh. Prob. Ct., Erie",Erie County Probate Court,Erie County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctfairfie,ohprobct,,,,,,2023-10-03T01:24:04.097Z,FALSE,FALSE,FALSE,366.996379,"Oh. Prob. Ct., Fairfield",Fairfield County Probate Court,Fairfield County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctfayette,ohprobct,,,,,,2023-10-03T01:24:04.107Z,FALSE,FALSE,FALSE,366.99638,"Oh. Prob. Ct., Fayette",Fayette County Probate Court,Fayette County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctfrankli,ohprobct,,,,,,2023-10-03T01:24:04.123Z,FALSE,FALSE,FALSE,366.996381,"Oh. Prob. Ct., Franklin",Ohio Probate Court of Franklin County,Ohio Probate Court of Franklin County,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctfulton,ohprobct,,,,,,2023-10-03T01:24:04.129Z,FALSE,FALSE,FALSE,366.996382,"Oh. Prob. Ct., Fulton",Fulton County Probate Court,Fulton County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctgeauga,ohprobct,,,,,,2023-10-03T01:24:04.139Z,FALSE,FALSE,FALSE,366.996383,"Oh. Prob. Ct., Geauga",Geauga County Probate Court,Geauga County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctgreene,ohprobct,,,,,,2023-10-03T01:24:04.145Z,FALSE,FALSE,FALSE,366.996384,"Oh. Prob. Ct., Greene",Greene County Probate Court,Greene County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobcthamilto,ohprobct,,,,,,2023-10-03T01:24:04.158Z,FALSE,FALSE,FALSE,366.996385,"Oh. Prob. Ct., Hamilton",Hamilton County Probate Court,Hamilton County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobcthancock,ohprobct,,,,,,2023-10-03T01:24:04.183Z,FALSE,FALSE,FALSE,366.996386,"Oh. Prob. Ct., Hancock",Hancock County Probate Court,Hancock County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobcthardin,ohprobct,,,,,,2023-10-03T01:24:04.199Z,FALSE,FALSE,FALSE,366.996387,"Oh. Prob. Ct., Hardin",Hardin County Probate Court,Hardin County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctharriso,ohprobct,,,,,,2023-10-03T01:24:04.215Z,FALSE,FALSE,FALSE,366.996388,"Oh. Prob. Ct., Harrison",Harrison County Probate Court,Harrison County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobcthenry,ohprobct,,,,,,2023-10-03T01:24:04.231Z,FALSE,FALSE,FALSE,366.996389,"Oh. Prob. Ct., Henry",Henry County Probate Court,Henry County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobcthighlan,ohprobct,,,,,,2023-10-03T01:24:04.253Z,FALSE,FALSE,FALSE,366.99639,"Oh. Prob. Ct., Highland",Highland County Probate Court,Highland County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobcthuron,ohprobct,,,,,,2023-10-03T01:24:04.273Z,FALSE,FALSE,FALSE,366.996391,"Oh. Prob. Ct., Huron",Huron County Probate Court,Huron County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctjackson,ohprobct,,,,,,2023-10-03T01:24:04.291Z,FALSE,FALSE,FALSE,366.996392,"Oh. Prob. Ct., Jackson",Jackson County Probate Court,Jackson County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctjeffers,ohprobct,,,,,,2023-10-03T01:24:04.298Z,FALSE,FALSE,FALSE,366.996393,"Oh. Prob. Ct., Jefferson",Jefferson County Probate Court,Jefferson County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctknox,ohprobct,,,,,,2023-10-03T01:24:04.305Z,FALSE,FALSE,FALSE,366.996394,"Oh. Prob. Ct., Knox",Knox County Probate Court,Knox County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctlake,ohprobct,,,,,,2023-10-03T01:24:04.313Z,FALSE,FALSE,FALSE,366.996395,"Oh. Prob. Ct., Lake",Lake County Probate Court,Lake County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctlicking,ohprobct,,,,,,2023-10-03T01:24:04.323Z,FALSE,FALSE,FALSE,366.996396,"Oh. Prob. Ct., Licking",Licking County Probate Court,Licking County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctlorain,ohprobct,,,,,,2023-10-03T01:24:04.338Z,FALSE,FALSE,FALSE,366.996397,"Oh. Prob. Ct., Lorain",Lorain County Probate Court,Lorain County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctlucas,ohprobct,,,,,,2023-10-03T01:24:04.351Z,FALSE,FALSE,FALSE,366.996398,"Oh. Prob. Ct., Lucas",Lucas County Probate Court,Lucas County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctmadison,ohprobct,,,,,,2023-10-03T01:24:04.367Z,FALSE,FALSE,FALSE,366.996399,"Oh. Prob. Ct., Madison",Madison County Probate Court,Madison County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctmahonin,ohprobct,,,,,,2023-10-03T01:24:04.383Z,FALSE,FALSE,FALSE,366.9964,"Oh. Prob. Ct., Mahoning",Mahoning County Probate Court,Mahoning County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctmarion,ohprobct,,,,,,2023-10-03T01:24:04.399Z,FALSE,FALSE,FALSE,366.996401,"Oh. Prob. Ct., Marion",Marion County Probate Court,Marion County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctmeigs,ohprobct,,,,,,2023-10-03T01:24:04.412Z,FALSE,FALSE,FALSE,366.996402,"Oh. Prob. Ct., Meigs",Meigs County Probate Court,Meigs County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctmercer,ohprobct,,,,,,2023-10-03T01:24:04.427Z,FALSE,FALSE,FALSE,366.996403,"Oh. Prob. Ct., Mercer",Mercer County Probate Court,Mercer County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctmiami,ohprobct,,,,,,2023-10-03T01:24:04.443Z,FALSE,FALSE,FALSE,366.996404,"Oh. Prob. Ct., Miami",Miami County Probate Court,Miami County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctmontgom,ohprobct,,,,,,2023-10-03T01:24:04.455Z,FALSE,FALSE,FALSE,366.996405,"Oh. Prob. Ct., Montgomery",Montgomery County Probate Court,Montgomery County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctmorgan,ohprobct,,,,,,2023-10-03T01:24:04.470Z,FALSE,FALSE,FALSE,366.996406,"Oh. Prob. Ct., Morgan",Morgan County Probate Court,Morgan County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctmusking,ohprobct,,,,,,2023-10-03T01:24:04.478Z,FALSE,FALSE,FALSE,366.996407,"Oh. Prob. Ct., Muskingum",Muskingum County Probate Court,Muskingum County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctnoble,ohprobct,,,,,,2023-10-03T01:24:04.491Z,FALSE,FALSE,FALSE,366.996408,"Oh. Prob. Ct., Noble",Noble County Probate Court,Noble County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctperry,ohprobct,,,,,,2023-10-03T01:24:04.507Z,FALSE,FALSE,FALSE,366.996409,"Oh. Prob. Ct., Perry",Perry County Probate Court,Perry County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctpike,ohprobct,,,,,,2023-10-03T01:24:04.519Z,FALSE,FALSE,FALSE,366.99641,"Oh. Prob. Ct., Pike",Pike County Probate Court,Pike County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctportage,ohprobct,,,,,,2023-10-03T01:24:04.535Z,FALSE,FALSE,FALSE,366.996411,"Oh. Prob. Ct., Portage",Portage County Probate Court,Portage County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctpreble,ohprobct,,,,,,2023-10-03T01:24:04.546Z,FALSE,FALSE,FALSE,366.996412,"Oh. Prob. Ct., Preble",Preble County Probate Court,Preble County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctputnam,ohprobct,,,,,,2023-10-03T01:24:04.551Z,FALSE,FALSE,FALSE,366.996413,"Oh. Prob. Ct., Putnam",Putnam County Probate Court,Putnam County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctross,ohprobct,,,,,,2023-10-03T01:24:04.563Z,FALSE,FALSE,FALSE,366.996414,"Oh. Prob. Ct., Ross",Ross County Probate Court,Ross County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctsandusk,ohprobct,,,,,,2023-10-03T01:24:04.576Z,FALSE,FALSE,FALSE,366.996415,"Oh. Prob. Ct., Sandusky",Sandusky County Probate Court,Sandusky County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctscioto,ohprobct,,,,,,2023-10-03T01:24:04.582Z,FALSE,FALSE,FALSE,366.996416,"Oh. Prob. Ct., Scioto",Scioto County Probate Court,Scioto County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctseneca,ohprobct,,,,,,2023-10-03T01:24:04.593Z,FALSE,FALSE,FALSE,366.996417,"Oh. Prob. Ct., Seneca",Seneca County Probate Court,Seneca County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctshelby,ohprobct,,,,,,2023-10-03T01:24:04.598Z,FALSE,FALSE,FALSE,366.996418,"Oh. Prob. Ct., Shelby",Shelby County Probate Court,Shelby County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctstark,ohprobct,,,,,,2023-10-03T01:24:04.611Z,FALSE,FALSE,FALSE,366.996419,"Oh. Prob. Ct., Stark",Stark County Probate Court,Stark County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
