id,parent_court_id,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,notes,jurisdiction_name,jurisdiction_type,jurisdiction_state,parent_court_full_name,parent_court_id,note
gamb,,52,1,"answer,appeal,court,motion,order",,3G,2020-07-28T06:12:08.096Z,TRUE,FALSE,FALSE,179.8,Bankr. M.D. Ga.,M.D. Georgia,"United States Bankruptcy Court, M.D. Georgia",http://www.gamb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Georgia,"District Court, M.D. Georgia",gamd,
ganb,,54,1,all,,3E,2020-07-28T06:18:28.575Z,TRUE,FALSE,FALSE,179.9,Bankr. N.D. Ga.,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia",http://www.ganb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Georgia,"District Court, N.D. Georgia",gand,
gasb,,56,1,order,,3J,2020-07-28T06:14:09.185Z,TRUE,FALSE,FALSE,180,Bankr. S.D. Ga.,S.D. Georgia,"United States Bankruptcy Court, S.D. Georgia",http://www.gasb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Georgia,"District Court, S.D. Georgia",gasd,
hib,,60,1,"appeal,motion,order,misc",,75,2020-07-28T06:15:09.853Z,TRUE,FALSE,FALSE,180.05,Bankr. D. Haw.,D. Hawaii,"United States Bankruptcy Court, D. Hawaii",http://www.hib.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Hawaii,"District Court, D. Hawaii",hid,
hib,,60,1,"appeal,motion,order,misc",,75,2020-07-28T06:15:09.853Z,TRUE,FALSE,FALSE,180.05,Bankr. D. Haw.,D. Hawaii,"United States Bankruptcy Court, D. Hawaii",http://www.hib.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Hawaii,United States Bankruptcy Appellate Panel for the Ninth Circuit,bap9,
idb,,62,1,"answer,appeal,court,motion,order",,76,2020-07-28T06:15:10.081Z,TRUE,FALSE,FALSE,180.1,Bankr. D. Idaho,D. Idaho,"United States Bankruptcy Court, D. Idaho",http://www.id.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Idaho,"District Court, D. Idaho",idd,
idb,,62,1,"answer,appeal,court,motion,order",,76,2020-07-28T06:15:10.081Z,TRUE,FALSE,FALSE,180.1,Bankr. D. Idaho,D. Idaho,"United States Bankruptcy Court, D. Idaho",http://www.id.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Idaho,United States Bankruptcy Appellate Panel for the Ninth Circuit,bap9,
ilcb,,64,1,all,,53,2020-07-28T06:15:10.668Z,TRUE,FALSE,FALSE,182,Bankr. C.D. Ill.,C.D. Illinois,"United States Bankruptcy Court, C.D. Illinois",http://www.ilcb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Illinois,"District Court, C.D. Illinois",ilcd,
ilnb,,66,1,all,,52,2020-07-30T18:41:09.261Z,TRUE,FALSE,FALSE,183,Bankr. N.D. Ill.,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois",http://www.ilnb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Illinois,"District Court, N.D. Illinois",ilnd,
ilsb,,68,1,all,,54,2020-07-28T06:15:11.019Z,TRUE,FALSE,FALSE,183.1,Bankr. S.D. Ill.,S.D. Illinois,"United States Bankruptcy Court, S.D. Illinois",http://www.ilsb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Illinois,"District Court, S.D. Illinois",ilsd,
innb,,70,1,"answer,appeal,motion,notice,order,plan",,55,2020-07-28T06:15:11.303Z,TRUE,FALSE,FALSE,183.15,Bankr. N.D. Ind.,N.D. Indiana,"United States Bankruptcy Court, N.D. Indiana",http://www.innb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Indiana,"District Court, N.D. Indiana",innd,
insb,,72,1,all,,56,2020-07-28T06:14:14.044Z,TRUE,FALSE,FALSE,183.2,Bankr. S.D. Ind.,S.D. Indiana,"United States Bankruptcy Court, S.D. Indiana",http://www.insb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Indiana,"District Court, S.D. Indiana",insd,
ianb,,74,1,"answer,appeal,court,motion,order",,62,2020-07-28T06:15:10.016Z,TRUE,FALSE,FALSE,185,Bankr. D. Iowa,N.D. Iowa,"United States Bankruptcy Court, N.D. Iowa",http://www.ianb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Iowa,"District Court, N.D. Iowa",iand,
ianb,,74,1,"answer,appeal,court,motion,order",,62,2020-07-28T06:15:10.016Z,TRUE,FALSE,FALSE,185,Bankr. D. Iowa,N.D. Iowa,"United States Bankruptcy Court, N.D. Iowa",http://www.ianb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Iowa,United States Bankruptcy Appellate Panel for the Eighth Circuit,bap8,
iasb,,76,1,all,,63,2020-07-28T06:15:10.626Z,TRUE,FALSE,FALSE,185.1,Bankr. S.D. Iowa,S.D. Iowa,"United States Bankruptcy Court, S.D. Iowa",http://www.iasb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Iowa,"District Court, S.D. Iowa",iasd,
iasb,,76,1,all,,63,2020-07-28T06:15:10.626Z,TRUE,FALSE,FALSE,185.1,Bankr. S.D. Iowa,S.D. Iowa,"United States Bankruptcy Court, S.D. Iowa",http://www.iasb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Iowa,United States Bankruptcy Appellate Panel for the Eighth Circuit,bap8,
ksb,,78,1,all,,83,2020-07-28T06:15:13.246Z,TRUE,FALSE,FALSE,187,Bankr. D. Kan.,D. Kansas,"United States Bankruptcy Court, D. Kansas",http://www.ksb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Kansas,"District Court, D. Kansas",ksd,
ksb,,78,1,all,,83,2020-07-28T06:15:13.246Z,TRUE,FALSE,FALSE,187,Bankr. D. Kan.,D. Kansas,"United States Bankruptcy Court, D. Kansas",http://www.ksb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Kansas,Bankruptcy Appellate Panel of the Tenth Circuit,bap10,
kyeb,,80,1,all,,43,2022-11-21T19:14:43.006Z,TRUE,FALSE,FALSE,187.5,Bankr. E.D. Ky.,E.D. Kentucky,"United States Bankruptcy Court, E.D. Kentucky",http://www.kyeb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Kentucky,"District Court, E.D. Kentucky",kyed,
kyeb,,80,1,all,,43,2022-11-21T19:14:43.006Z,TRUE,FALSE,FALSE,187.5,Bankr. E.D. Ky.,E.D. Kentucky,"United States Bankruptcy Court, E.D. Kentucky",http://www.kyeb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Kentucky,Bankruptcy Appellate Panel of the Sixth Circuit,bap6,
kywb,,82,1,all,,44,2020-07-28T06:15:12.178Z,TRUE,FALSE,FALSE,187.8,Bankr. W.D. Ky.,W.D. Kentucky,"United States Bankruptcy Court, W.D. Kentucky",http://www.kywb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Kentucky,"District Court, W.D. Kentucky",kywd,
kywb,,82,1,all,,44,2020-07-28T06:15:12.178Z,TRUE,FALSE,FALSE,187.8,Bankr. W.D. Ky.,W.D. Kentucky,"United States Bankruptcy Court, W.D. Kentucky",http://www.kywb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Kentucky,Bankruptcy Appellate Panel of the Sixth Circuit,bap6,
laeb,,84,1,"answer,appeal,court,misc,motion,order",,3L,2020-07-28T06:15:10.924Z,TRUE,FALSE,FALSE,187.9,Bankr. E.D. La.,E.D. Louisiana,"United States Bankruptcy Court, E.D. Louisiana",http://www.laeb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Louisiana,"District Court, E.D. Louisiana",laed,
lamb,,86,1,all,,3N,2021-11-16T15:26:11.471Z,TRUE,FALSE,FALSE,188,Bankr. M.D. La.,M.D. Louisiana,"United States Bankruptcy Court, M.D. Louisiana",http://www.lamb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Louisiana,"District Court, M.D. Louisiana",lamd,
lawb,,88,1,all,,36,2020-07-28T06:15:13.949Z,TRUE,FALSE,FALSE,188.1,Bankr. W.D. La.,W.D. Louisiana,"United States Bankruptcy Court, W.D. Louisiana",http://www.lawb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Louisiana,"District Court, W.D. Louisiana",lawd,
bapme,,,,,,,2013-10-25T01:28:48.311Z,TRUE,FALSE,FALSE,154.15,Me. BAP,D. Maine,"Bankruptcy Appellate Panel, D. Maine",http://www.meb.uscourts.gov/,,,FBP,Lawbox,Federal Bankruptcy Panel,Federal,Maine,Court of Appeals for the First Circuit,ca1,
meb,,90,1,answer,,0,2020-07-28T06:14:08.887Z,TRUE,FALSE,FALSE,188.2,Bankr. D. Me.,D. Maine,"United States Bankruptcy Court, D. Maine",http://www.meb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Maine,"District Court, D. Maine",med,
meb,,90,1,answer,,0,2020-07-28T06:14:08.887Z,TRUE,FALSE,FALSE,188.2,Bankr. D. Me.,D. Maine,"United States Bankruptcy Court, D. Maine",http://www.meb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Maine,"Bankruptcy Appellate Panel, D. Maine",bapme,
mdb,,92,1,all,,16,2020-07-28T06:14:14.798Z,TRUE,FALSE,FALSE,188.9,Bankr. D. Md.,D. Maryland,"United States Bankruptcy Court, D. Maryland",http://www.mdb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Maryland,"District Court, D. Maryland",mdd,
bapma,,,,,,,2013-10-25T01:28:53.666Z,TRUE,FALSE,FALSE,154.16,Mass. BAP,Massachusetts,Bankruptcy Appellate Panel of Massachusetts,http://www.uscourts.gov/,,,FBP,Lawbox,Federal Bankruptcy Panel,Federal,Massachusetts,Court of Appeals for the First Circuit,ca1,
mab,,94,1,"answer,appeal,caseupld,claims,cmp,crbatch,misc,motion,notice,order,plan",,1,2020-07-28T06:15:12.635Z,TRUE,FALSE,FALSE,189,Bankr. D. Mass.,D. Massachusetts,"United States Bankruptcy Court, D. Massachusetts",http://www.mab.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Massachusetts,"District Court, D. Massachusetts",mad,
mab,,94,1,"answer,appeal,caseupld,claims,cmp,crbatch,misc,motion,notice,order,plan",,1,2020-07-28T06:15:12.635Z,TRUE,FALSE,FALSE,189,Bankr. D. Mass.,D. Massachusetts,"United States Bankruptcy Court, D. Massachusetts",http://www.mab.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Massachusetts,Bankruptcy Appellate Panel of Massachusetts,bapma,
mieb,,96,1,all,,45,2020-07-28T06:12:21.348Z,TRUE,FALSE,FALSE,189.1,Bankr. E.D. Mich.,E.D. Michigan,"United States Bankruptcy Court, E.D. Michigan",http://www.mieb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Michigan,"District Court, E.D. Michigan",mied,
mieb,,96,1,all,,45,2020-07-28T06:12:21.348Z,TRUE,FALSE,FALSE,189.1,Bankr. E.D. Mich.,E.D. Michigan,"United States Bankruptcy Court, E.D. Michigan",http://www.mieb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Michigan,Bankruptcy Appellate Panel of the Sixth Circuit,bap6,
miwb,,98,0,,,46,2013-08-15T00:48:40Z,TRUE,FALSE,FALSE,189.2,Bankr. W.D. Mich.,W.D. Michigan,"United States Bankruptcy Court, W.D. Michigan",http://www.miwb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Michigan,"District Court, W.D. Michigan",miwd,
miwb,,98,0,,,46,2013-08-15T00:48:40Z,TRUE,FALSE,FALSE,189.2,Bankr. W.D. Mich.,W.D. Michigan,"United States Bankruptcy Court, W.D. Michigan",http://www.miwb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Michigan,Bankruptcy Appellate Panel of the Sixth Circuit,bap6,
mnb,,100,1,all,,64,2020-07-28T06:15:12.320Z,TRUE,FALSE,FALSE,189.3,Bankr. D. Minn.,D. Minnesota,"United States Bankruptcy Court, D. Minnesota",http://www.mnb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Minnesota,"District Court, D. Minnesota",mnd,
mnb,,100,1,all,,64,2020-07-28T06:15:12.320Z,TRUE,FALSE,FALSE,189.3,Bankr. D. Minn.,D. Minnesota,"United States Bankruptcy Court, D. Minnesota",http://www.mnb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Minnesota,United States Bankruptcy Appellate Panel for the Eighth Circuit,bap8,
msnb,,102,1,"answer,appeal,court,motion,order",,37,2020-07-28T06:15:10.770Z,TRUE,FALSE,FALSE,189.34,Bankr. N.D. Miss.,N.D. Mississippi,"United States Bankruptcy Court, N.D. Mississippi",http://www.msnb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Mississippi,"District Court, N.D. Mississippi",msnd,
mssb,,104,1,"answer,appeal,court,motion,order,trustee",,38,2020-07-28T06:15:12.313Z,TRUE,FALSE,FALSE,189.35,Bankr. S.D. Miss.,S.D. Mississippi,"United States Bankruptcy Court, S.D. Mississippi",http://www.mssb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Mississippi,"District Court, S.D. Mississippi",mssd,
moeb,,106,1,all,,65,2020-07-28T06:11:07.325Z,TRUE,FALSE,FALSE,189.4,Bankr. E.D. Mo.,E.D. Missouri,"United States Bankruptcy Court, E.D. Missouri",http://www.moeb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Missouri,"District Court, E.D. Missouri",moed,
moeb,,106,1,all,,65,2020-07-28T06:11:07.325Z,TRUE,FALSE,FALSE,189.4,Bankr. E.D. Mo.,E.D. Missouri,"United States Bankruptcy Court, E.D. Missouri",http://www.moeb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Missouri,United States Bankruptcy Appellate Panel for the Eighth Circuit,bap8,
mowb,,108,1,"discharge,epo,order",,66,2020-07-30T18:32:59.155Z,TRUE,FALSE,FALSE,189.5,Bankr. W.D. Mo.,W.D. Missouri,"United States Bankruptcy Court, W.D. Missouri",http://www.mow.uscourts.gov/bankruptcy/,,,FB,Lawbox,Federal Bankruptcy,Federal,Missouri,"District Court, W.D. Missouri",mowd,
mowb,,108,1,"discharge,epo,order",,66,2020-07-30T18:32:59.155Z,TRUE,FALSE,FALSE,189.5,Bankr. W.D. Mo.,W.D. Missouri,"United States Bankruptcy Court, W.D. Missouri",http://www.mow.uscourts.gov/bankruptcy/,,,FB,Lawbox,Federal Bankruptcy,Federal,Missouri,United States Bankruptcy Appellate Panel for the Eighth Circuit,bap8,
mtb,,110,1,"answer,appeal,court,motion,order",,77,2020-08-27T19:03:54.166Z,TRUE,FALSE,FALSE,189.6,Bankr. D. Mont.,D. Montana,"United States Bankruptcy Court, D. Montana",http://www.mtb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Montana,"District Court, D. Montana",mtd,
mtb,,110,1,"answer,appeal,court,motion,order",,77,2020-08-27T19:03:54.166Z,TRUE,FALSE,FALSE,189.6,Bankr. D. Mont.,D. Montana,"United States Bankruptcy Court, D. Montana",http://www.mtb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Montana,United States Bankruptcy Appellate Panel for the Ninth Circuit,bap9,
nebraskab,,112,1,all,,67,2020-07-28T06:10:05.144Z,TRUE,FALSE,FALSE,189.61,Bankr. D. Neb.,D. Nebraska,"United States Bankruptcy Court, D. Nebraska",http://www.neb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Nebraska,"District Court, D. Nebraska",ned,
nebraskab,,112,1,all,,67,2020-07-28T06:10:05.144Z,TRUE,FALSE,FALSE,189.61,Bankr. D. Neb.,D. Nebraska,"United States Bankruptcy Court, D. Nebraska",http://www.neb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Nebraska,United States Bankruptcy Appellate Panel for the Eighth Circuit,bap8,
nvb,,114,1,all,,78,2020-07-28T06:15:12.460Z,TRUE,FALSE,FALSE,189.65,Bankr. D. Nev.,D. Nevada,"United States Bankruptcy Court, D. Nevada",http://www.nvb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Nevada,"District Court, D. Nevada",nvd,
nvb,,114,1,all,,78,2020-07-28T06:15:12.460Z,TRUE,FALSE,FALSE,189.65,Bankr. D. Nev.,D. Nevada,"United States Bankruptcy Court, D. Nevada",http://www.nvb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Nevada,United States Bankruptcy Appellate Panel for the Ninth Circuit,bap9,
nhb,,116,1,"answer,appeal,court,motion,order,auditor,caseupld,claims,cmp,crbatch,crmisc,misc,notice,plan,trustee",,2,2020-07-28T06:14:09.375Z,TRUE,FALSE,FALSE,189.7,Bankr. D.N.H.,D. New Hampshire,"United States Bankruptcy Court, D. New Hampshire",http://www.nhb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,New Hampshire,"District Court, D. New Hampshire",nhd,
njb,,118,1,"answer,appeal,court,motion,order,misc,plan",,12,2022-01-25T16:04:50.924Z,TRUE,FALSE,FALSE,189.8,Bankr. D.N.J.,D. New Jersey,"United States Bankruptcy Court, D. New Jersey",http://www.njb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,New Jersey,"District Court, D. New Jersey",njd,
nmb,,120,1,all,,84,2020-07-28T06:15:10.467Z,TRUE,FALSE,FALSE,189.9,Bankr. D.N.M.,D. New Mexico,"United States Bankruptcy Court, D. New Mexico",http://www.nmb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,New Mexico,"District Court, D. New Mexico",nmd,
nmb,,120,1,all,,84,2020-07-28T06:15:10.467Z,TRUE,FALSE,FALSE,189.9,Bankr. D.N.M.,D. New Mexico,"United States Bankruptcy Court, D. New Mexico",http://www.nmb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,New Mexico,Bankruptcy Appellate Panel of the Tenth Circuit,bap10,
nyeb,,122,1,all,,7,2023-04-04T21:27:31.449Z,TRUE,FALSE,FALSE,190,Bankr. E.D.N.Y.,E.D. New York,"United States Bankruptcy Court, E.D. New York",http://www.nyeb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,New York,"District Court, E.D. New York",nyed,
nynb,,124,1,all,,6,2020-07-28T06:12:08.537Z,TRUE,FALSE,FALSE,190.05,Bankr. N.D.N.Y.,N.D. New York,"United States Bankruptcy Court, N.D. New York",http://www.nynb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,New York,"District Court, N.D. New York",nynd,
nysb,,126,1,all,,8,2020-07-28T06:13:10.948Z,TRUE,FALSE,FALSE,190.1,Bankr. S.D.N.Y.,S.D. New York,"United States Bankruptcy Court, S.D. New York",http://www.nysb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,New York,"District Court, S.D. New York",nysd,
nywb,,128,1,"answer,appeal,court,motion,order,misc,cmp",,9,2020-07-28T06:14:09.747Z,TRUE,FALSE,FALSE,190.2,Bankr. W.D.N.Y.,W.D. New York,"United States Bankruptcy Court, W.D. New York",http://www.nywb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,New York,"District Court, W.D. New York",nywd,
nceb,,130,0,,,17,2013-08-15T16:17:48Z,TRUE,FALSE,FALSE,190.3,Bankr. E.D.N.C.,E.D. North Carolina,"United States Bankruptcy Court, E.D. North Carolina",https://ecf.nceb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,North Carolina,"District Court, E.D. North Carolina",nced,
ncmb,,132,1,all,,18,2020-07-28T06:14:10.723Z,TRUE,FALSE,FALSE,190.4,Bankr. M.D.N.C.,M.D. North Carolina,"United States Bankruptcy Court, M.D. North Carolina",http://www.ncmb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,North Carolina,"District Court, M.D. North Carolina",ncmd,
ncwb,,134,1,"answer,appeal,court,motion,order",,19,2020-07-28T06:14:09.662Z,TRUE,FALSE,FALSE,190.45,Bankr. W.D.N.C.,W.D. North Carolina,"United States Bankruptcy Court, W.D. North Carolina",http://www.ncwb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,North Carolina,"District Court, W.D. North Carolina",ncwd,
ndb,,136,1,all,,68,2020-07-28T06:12:06.737Z,TRUE,FALSE,FALSE,190.5,Bankr. D.N.D.,D. North Dakota,"United States Bankruptcy Court, D. North Dakota",http://www.ndd.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,North Dakota,"District Court, D. North Dakota",ndd,
ndb,,136,1,all,,68,2020-07-28T06:12:06.737Z,TRUE,FALSE,FALSE,190.5,Bankr. D.N.D.,D. North Dakota,"United States Bankruptcy Court, D. North Dakota",http://www.ndd.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,North Dakota,United States Bankruptcy Appellate Panel for the Eighth Circuit,bap8,
ohnb,,140,1,all,,47,2020-07-28T06:14:17.002Z,TRUE,FALSE,FALSE,190.6,Bankr. N.D. Ohio,N.D. Ohio,"United States Bankruptcy Court, N.D. Ohio",http://www.ohnb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Ohio,"District Court, N.D. Ohio",ohnd,
ohnb,,140,1,all,,47,2020-07-28T06:14:17.002Z,TRUE,FALSE,FALSE,190.6,Bankr. N.D. Ohio,N.D. Ohio,"United States Bankruptcy Court, N.D. Ohio",http://www.ohnb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Ohio,Bankruptcy Appellate Panel of the Sixth Circuit,bap6,
ohsb,,142,1,all,,48,2020-07-28T06:14:15.199Z,TRUE,FALSE,FALSE,190.7,Bankr. S.D. Ohio,S.D. Ohio,"United States Bankruptcy Court, S.D. Ohio",http://www.ohsb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Ohio,"District Court, S.D. Ohio",ohsd,
ohsb,,142,1,all,,48,2020-07-28T06:14:15.199Z,TRUE,FALSE,FALSE,190.7,Bankr. S.D. Ohio,S.D. Ohio,"United States Bankruptcy Court, S.D. Ohio",http://www.ohsb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Ohio,Bankruptcy Appellate Panel of the Sixth Circuit,bap6,
okeb,,144,1,"answer,appeal,court,motion,order,trustee",,86,2021-04-30T14:04:02.188Z,TRUE,FALSE,FALSE,191,Bankr. E.D. Okla.,E.D. Oklahoma,"United States Bankruptcy Court, E.D. Oklahoma",http://www.okeb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Oklahoma,"District Court, E.D. Oklahoma",oked,
okeb,,144,1,"answer,appeal,court,motion,order,trustee",,86,2021-04-30T14:04:02.188Z,TRUE,FALSE,FALSE,191,Bankr. E.D. Okla.,E.D. Oklahoma,"United States Bankruptcy Court, E.D. Oklahoma",http://www.okeb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Oklahoma,Bankruptcy Appellate Panel of the Tenth Circuit,bap10,
oknb,,146,1,"answer,appeal,court,motion,order,misc",,85,2020-07-28T06:15:10.551Z,TRUE,FALSE,FALSE,192.2,Bankr. N.D. Okla,N.D. Oklahoma,"United States Bankruptcy Court, N.D. Oklahoma",http://www.oknb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Oklahoma,"District Court, N.D. Oklahoma",oknd,
oknb,,146,1,"answer,appeal,court,motion,order,misc",,85,2020-07-28T06:15:10.551Z,TRUE,FALSE,FALSE,192.2,Bankr. N.D. Okla,N.D. Oklahoma,"United States Bankruptcy Court, N.D. Oklahoma",http://www.oknb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Oklahoma,Bankruptcy Appellate Panel of the Tenth Circuit,bap10,
okwb,,148,1,"answer,appeal,court,motion,order,trustee",,87,2020-07-28T06:15:10.843Z,TRUE,FALSE,FALSE,192.3,Bankr. W.D. Okla.,W.D. Oklahoma,"United States Bankruptcy Court, W.D. Oklahoma",http://www.okwb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Oklahoma,"District Court, W.D. Oklahoma",okwd,
okwb,,148,1,"answer,appeal,court,motion,order,trustee",,87,2020-07-28T06:15:10.843Z,TRUE,FALSE,FALSE,192.3,Bankr. W.D. Okla.,W.D. Oklahoma,"United States Bankruptcy Court, W.D. Oklahoma",http://www.okwb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Oklahoma,Bankruptcy Appellate Panel of the Tenth Circuit,bap10,
orb,,150,1,"answer,appeal,court,motion,order,trustee,notice",,79,2020-07-28T06:15:10.915Z,TRUE,FALSE,FALSE,193.7,Bankr. D. Or.,D. Oregon,"United States Bankruptcy Court, D. Oregon",http://www.orb.uscourts.gov/,,,FB,Lawbox,Federal Bankruptcy,Federal,Oregon,"District Court, D. Oregon",ord,
