cited_cluster_id,citing_cluster_id,citing_court_id
86188,92142,scotus
86188,92423,scotus
86188,109059,scotus
86188,97121,scotus
86188,110274,scotus
86188,90036,scotus
86188,89016,scotus
86188,110168,scotus
86188,92206,scotus
86188,86289,scotus
86188,101265,scotus
86188,107024,scotus
86188,105246,scotus
86188,103447,scotus
86188,86325,scotus
86188,106164,scotus
86188,88871,scotus
86188,87633,scotus
86188,89625,scotus
86188,106775,scotus
86188,86682,scotus
86188,87041,scotus
86188,100362,scotus
86188,95227,scotus
86188,93638,scotus
86188,103624,scotus
86188,90787,scotus
86188,88831,scotus
86188,89199,scotus
86188,96939,scotus
86188,90205,scotus
86188,104182,scotus
86188,91876,scotus
86188,117892,scotus
86188,118038,scotus
86188,103794,scotus
86188,92845,scotus
86188,9378411,scotus
86188,103012,scotus
86188,103012,scotus
86188,103962,scotus
86188,109580,scotus
86188,109580,scotus
86188,137006,scotus
86188,110168,scotus
86188,110245,scotus
86188,110420,scotus
86188,111091,scotus
86188,110885,scotus
86188,111094,scotus
86188,111710,scotus
86188,118038,scotus
86188,112135,scotus
86188,112564,scotus
86188,117892,scotus
86223,102861,scotus
86223,101762,scotus
86223,102219,scotus
86223,102968,scotus
86223,112429,scotus
86223,109824,scotus
86223,103047,scotus
86223,110675,scotus
86223,112279,scotus
86223,102734,scotus
86223,103982,scotus
86223,112227,scotus
86223,109585,scotus
86223,118310,scotus
86223,91588,scotus
86223,86463,scotus
86223,86314,scotus
86223,93571,scotus
86223,95471,scotus
86223,86480,scotus
86223,101300,scotus
86223,94239,scotus
86223,94174,scotus
86223,96357,scotus
86223,97150,scotus
86223,101444,scotus
86223,94416,scotus
86223,100771,scotus
86223,117956,scotus
86223,101648,scotus
86223,103853,scotus
86223,88308,scotus
86223,99610,scotus
86223,103172,scotus
86223,103172,scotus
86223,103172,scotus
86223,103172,scotus
86223,112040,scotus
86223,112040,scotus
86223,112429,scotus
86223,112227,scotus
86223,112227,scotus
86223,112279,scotus
86223,118310,scotus
86231,1447641,scotus
86231,102847,scotus
86231,104663,scotus
86231,105695,scotus
86231,108767,scotus
86231,112313,scotus
86231,110031,scotus
86231,111916,scotus
86231,100926,scotus
86231,110885,scotus
86231,103438,scotus
86231,118299,scotus
86231,2676593,scotus
86231,110753,scotus
86231,92766,scotus
